	Kingdom	Phyllum	Class	Order	Family	Genus	Species
ZOTU8063	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__uncultured_bacterium
ZOTU15152	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Ferrovibrionales	 f__Ferrovibrionales	 g__	 s__
ZOTU18419	 k__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_bacterium
ZOTU19090	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	 s__uncultured_bacterium
ZOTU8540	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	 s__
ZOTU11327	 k__Bacteria	 p__Planctomycetota	 c__vadinHA49	 o__vadinHA49	 f__vadinHA49	 g__vadinHA49	 s__uncultured_bacterium
ZOTU9882	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 g__SC-I-84	 s__
ZOTU6639	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU13846	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	 g__Neochlamydia	 s__Neochlamydia_hartmannellae
ZOTU18612	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Simkaniaceae	 g__uncultured	 s__
ZOTU10748	 k__Bacteria	 p__Hydrogenedentes	 c__Hydrogenedentia	 o__Hydrogenedentiales	 f__Hydrogenedensaceae	 g__Hydrogenedensaceae	 s__uncultured_bacterium
ZOTU1088	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU7454	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18759	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU15323	 k__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__uncultured	 s__
ZOTU6097	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__	 g__	 s__
ZOTU1822	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__	 g__	 s__
ZOTU19986	 k__Bacteria	 p__Myxococcota	 c__bacteriap25	 o__bacteriap25	 f__	 g__	 s__
ZOTU12571	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIa	 o__Lineage_IIa	 f__Lineage_IIa	 g__Lineage_IIa	 s__uncultured_bacterium
ZOTU18918	 k__Bacteria	 p__Elusimicrobiota	 c__Elusimicrobia	 o__MVP-88	 f__MVP-88	 g__MVP-88	 s__uncultured_bacterium
ZOTU13161	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Adlerbacteria	 f__Candidatus_Adlerbacteria	 g__Candidatus_Adlerbacteria	 s__uncultured_bacterium
ZOTU13461	 k__Bacteria	 p__Desulfobacterota	 c__uncultured	 o__uncultured	 f__uncultured	 g__uncultured	 s__
ZOTU19634	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
ZOTU18788	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	 s__uncultured_bacterium
ZOTU13772	 k__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__
ZOTU2970	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Sediminibacterium	 s__uncultured_bacterium
ZOTU17454	 k__Bacteria	 p__Chloroflexi	 c__OLB14	 o__OLB14	 f__OLB14	 g__OLB14	 s__
ZOTU8006	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__	 g__	 s__
ZOTU8669	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_Candidatus
ZOTU4702	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__	 s__
ZOTU10201	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Chryseobacterium	 s__
ZOTU20855	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU15155	 k__Bacteria	 p__Acidobacteriota	 c__	 o__	 f__	 g__	 s__
ZOTU11013	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIb	 o__Lineage_IIb	 f__Lineage_IIb	 g__Lineage_IIb	 s__uncultured_bacterium
ZOTU19471	 k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	 s__Gorillibacterium_sp.
ZOTU5068	 k__Bacteria	 p__WPS-2	 c__WPS-2	 o__WPS-2	 f__	 g__	 s__
ZOTU10651	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__	 s__
ZOTU16922	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Schlesneriaceae	 g__Planctopirus	 s__uncultured_bacterium
ZOTU5164	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__	 s__
ZOTU20829	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__uncultured	 g__uncultured	 s__
ZOTU2064	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Arenimonas	 s__
ZOTU15318	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__	 g__	 s__
ZOTU7799	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__uncultured	 g__uncultured	 s__metagenome
ZOTU15639	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__uncultured_bacterium
ZOTU20991	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__uncultured	 g__uncultured	 s__
ZOTU12352	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU19302	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU19328	 k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 g__uncultured	 s__
ZOTU7612	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__
ZOTU20901	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
ZOTU2735	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__uncultured	 f__uncultured	 g__uncultured	 s__
ZOTU17072	 k__Bacteria	 p__	 c__	 o__	 f__	 g__	 s__
ZOTU8421	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__	 s__
ZOTU14304	 k__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	 s__uncultured_bacterium
ZOTU2157	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__R7C24	 f__R7C24	 g__R7C24	 s__
ZOTU8040	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Elsterales	 f__uncultured	 g__uncultured	 s__
ZOTU10604	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Edaphobaculum	 s__
ZOTU12149	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__
ZOTU10384	 k__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Candidatus_Magasanikbacteria	 f__Candidatus_Magasanikbacteria	 g__Candidatus_Magasanikbacteria	 s__
ZOTU4341	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Chitinimonadaceae	 g__Chitinimonas	 s__
ZOTU13456	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Thalassobaculales	 f__uncultured	 g__uncultured	 s__
ZOTU1867	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU13206	 k__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Gracilibacteria	 f__Gracilibacteria	 g__Gracilibacteria	 s__uncultured_Microgenomates
ZOTU13189	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU12093	 k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriae	 f__Acidobacteriae	 g__Paludibaculum	 s__uncultured_bacterium
ZOTU2525	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Taibaiella	 s__uncultured_bacterium
ZOTU9806	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__env.OPS_17	 s__
ZOTU7115	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU7702	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__uncultured	 s__metagenome
ZOTU21409	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__
ZOTU14358	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Moranbacteria	 f__Candidatus_Moranbacteria	 g__Candidatus_Moranbacteria	 s__uncultured_bacterium
ZOTU1178	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__	 s__
ZOTU16691	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__	 s__
ZOTU7804	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU11771	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiales_Incertae_Sedis	 g__Bauldia	 s__uncultured_bacterium
ZOTU2941	 k__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophales	 g__Omnitrophales	 s__uncultured_bacterium
ZOTU14172	 k__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__
ZOTU20912	 k__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	 s__metagenome
ZOTU3249	 k__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	 s__uncultured_bacterium
ZOTU12586	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__	 s__
ZOTU10727	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
ZOTU6610	 k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	 s__uncultured_bacterium
ZOTU17662	 k__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__11-24	 f__11-24	 g__11-24	 s__uncultured_bacterium
ZOTU13537	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU2855	 k__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_bacterium
ZOTU14118	 k__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIc	 o__Lineage_IIc	 f__	 g__	 s__
ZOTU7421	 k__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Obscuribacterales	 f__Obscuribacteraceae	 g__Obscuribacteraceae	 s__uncultured_bacterium
ZOTU21590	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__mle1-8	 f__mle1-8	 g__mle1-8	 s__uncultured_bacterium
ZOTU10399	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Dechloromonas	 s__
ZOTU19383	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU6580	 k__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU15361	 k__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	 s__
ZOTU17852	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__metagenome
ZOTU10742	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__
ZOTU17862	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__
ZOTU10833	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU17685	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU8408	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_bacterium
ZOTU14959	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__	 f__	 g__	 s__
ZOTU1282	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Lysobacter	 s__
ZOTU10863	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__
ZOTU18936	 k__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__
ZOTU16903	 k__Bacteria	 p__Planctomycetota	 c__Pla3_lineage	 o__Pla3_lineage	 f__Pla3_lineage	 g__Pla3_lineage	 s__
ZOTU20950	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__
ZOTU17179	 k__Bacteria	 p__	 c__	 o__	 f__	 g__	 s__
ZOTU20017	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__Nitrosomonas	 s__
ZOTU11626	 k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Vagococcaceae	 g__Vagococcus	 s__uncultured_bacterium
ZOTU1669	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU11778	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__	 s__
ZOTU17281	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__
ZOTU14663	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU9888	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Planctomicrobium	 s__uncultured_bacterium
ZOTU7053	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU10448	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__Ellin6067	 s__uncultured_bacterium
ZOTU21651	 k__Bacteria	 p__Entotheonellaeota	 c__Entotheonellia	 o__Entotheonellales	 f__Entotheonellaceae	 g__Entotheonellaceae	 s__uncultured_bacterium
ZOTU10120	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__
ZOTU8613	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
ZOTU17265	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	 s__
ZOTU6428	 k__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__
ZOTU13940	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Terrimonas	 s__uncultured_bacterium
ZOTU10380	 k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	 s__
ZOTU13262	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__	 s__
ZOTU3460	 k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__uncultured_bacterium
ZOTU10761	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Colwellbacteria	 f__Candidatus_Colwellbacteria	 g__Candidatus_Colwellbacteria	 s__Candidatus_Colwellbacteria
ZOTU2684	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__
ZOTU14036	 k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	 s__
ZOTU12224	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__
ZOTU8802	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18890	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	 s__
ZOTU17223	 k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__	 s__
ZOTU7269	 k__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Obscuribacterales	 f__Obscuribacteraceae	 g__	 s__
ZOTU13728	 k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_bacterium
ZOTU20048	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Nomurabacteria	 f__Candidatus_Nomurabacteria	 g__Candidatus_Nomurabacteria	 s__uncultured_bacterium
ZOTU19024	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__	 s__
ZOTU21919	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Parcubacteria	 f__Parcubacteria	 g__Parcubacteria	 s__uncultured_bacterium
ZOTU9193	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__	 s__
ZOTU6715	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__SH-PL14	 s__uncultured_bacterium
ZOTU20480	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	 s__
ZOTU13338	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU9721	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU21500	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Nannocystales	 f__Nannocystaceae	 g__	 s__
ZOTU19531	 k__Bacteria	 p__Elusimicrobiota	 c__Elusimicrobia	 o__Lineage_IV	 f__Lineage_IV	 g__Lineage_IV	 s__uncultured_bacterium
ZOTU2908	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU18385	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__
ZOTU10047	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__Phaselicystis	 s__
ZOTU19285	 k__Bacteria	 p__Chloroflexi	 c__Dehalococcoidia	 o__S085	 f__S085	 g__S085	 s__uncultured_bacterium
ZOTU17941	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__mle1-7	 s__
ZOTU20044	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__	 s__
ZOTU7790	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__uncultured_bacterium
ZOTU13063	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadaceae	 g__TM7a	 s__uncultured_bacterium
ZOTU5811	 k__Bacteria	 p__Gemmatimonadota	 c__Longimicrobia	 o__Longimicrobiales	 f__Longimicrobiaceae	 g__Longimicrobiaceae	 s__metagenome
ZOTU4438	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__
ZOTU17031	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Mucilaginibacter	 s__
ZOTU2909	 k__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Anaeromyxobacteraceae	 g__Anaeromyxobacter	 s__uncultured_bacterium
ZOTU16668	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__	 s__
ZOTU20019	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__metagenome
ZOTU13936	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Niastella	 s__uncultured_bacterium
ZOTU20466	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU5594	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	 s__
ZOTU17528	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__	 s__
ZOTU7481	 k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__
ZOTU13230	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__JG36-TzT-191	 f__JG36-TzT-191	 g__JG36-TzT-191	 s__
ZOTU15146	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Pla1_lineage	 f__Pla1_lineage	 g__Pla1_lineage	 s__uncultured_bacterium
ZOTU7557	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU19145	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__SH-PL14	 s__uncultured_bacterium
ZOTU20036	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Spirosoma	 s__Spirosoma_aerolatum
ZOTU6982	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__SM1A07	 f__SM1A07	 g__SM1A07	 s__
ZOTU10059	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU2308	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
ZOTU13957	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methyloligellaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU20109	 k__Bacteria	 p__Acidobacteriota	 c__Subgroup_5	 o__Subgroup_5	 f__Subgroup_5	 g__Subgroup_5	 s__uncultured_bacterium
ZOTU9166	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Burkholderia-Caballeronia-Paraburkholderia	 s__
ZOTU4488	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__	 g__	 s__
ZOTU19619	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_planctomycete
