	Kingdom	Phyllum	Class	Order	Family	Genus	Species	Bd_inhib
ZOTU10922	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	g__Phaeodactylibacter	no_unhib
ZOTU371	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	s__uncultured_bacterium	no_unhib
ZOTU1521	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	s__uncultured_bacterium	no_unhib
ZOTU10413	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	s__uncultured_bacterium	no_unhib
ZOTU5014	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	s__uncultured_bacterium	no_unhib
ZOTU14337	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU1500	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU2796	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU15362	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU5381	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU7374	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU18570	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU2656	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU12669	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU1951	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU6535	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU1330	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU4956	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU9459	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU9766	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU19962	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU14600	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU6483	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU8503	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU17185	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU16036	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	g__uncultured	no_unhib
ZOTU12084	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__metagenome	no_unhib
ZOTU442	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU361	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU954	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU14208	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU17284	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU7780	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU8738	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU3194	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU8381	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_bacterium	no_unhib
